menu_start_game_0|欢 迎 您 来 到 日 本 。 在 开 始 游 戏 之 前 ， 您 必 须 创 建 自 己 的 角 色 。 请 记 住 ， 在 幕 末 时 代 ， 战 争 和 政 治 通 常 由 男 性 贵 族 主 导 。 但 这 并 不 意 味 着 您 不 应 该 选 择 扮 演 女 性 角 色 。 工 业 战 争 时 代 对 普 通 士 兵 并 不 友 好 ， 步 枪 的 广 泛 使 用 使 战 斗 比 以 往 任 何 时 候 都 更 加 致 命 。 因 此 ， 建 议 您 尽 可 能 从 贵 族 做 起 ， 这 将 为 您 提 供 足 够 的 资 金 来 组 建 军 队 和 成 为 将 军 ， 并 允 许 您 在 开 始 后 加 入 一 个 派 别 。 当 然 ， 勇 于 躲 避 子 弹 的 普 通 士 兵 或 孤 独 的 冒 险 者 仍 然 完 全 可 以 选 择 这 种 方 式 。 
mno_continue|继 续 
mno_camp_gekokujo|下 克 上 特 定 的 选 项 ...
mno_go_back|后 退 
menu_start_phase_2|1868年 的 日 本 ， 一 片 被 维 新 思 潮 点 燃 的 土 地 ， 所 有 追 逐 财 富 、 权 力 抑 或 是 荣 誉 的 人 们 皆 聚 集 于 此 ， 机 会 与 危 险 并 存 ， 你 相 信 你 将 放 弃 过 去 的 一 切 ， 开 始 一 段 新 的 旅 程 。 你 觉 得 最 终 ， 命 运 掌 握 在 你 自 己 的 手 中 ， 你 可 以 随 心 所 欲 ， 无 论 过 程 怎 样 ， 一 次 伟 大 的 传 奇 将 就 此 展 开 。 你 被 这 片 土 地 上 无 限 的 机 遇 所 吸 引 ... ( 大 名 开 局 请 点 下 一 页 )
mno_next_page3|下 一 页 
mno_town_1|前 往 伊 势 的 津 城 
mno_town_2|前 往 北 方 的 弘 前 
mno_town_3|前 往 越 后 的 新 泻 
mno_town_4|前 往 关 东 的 江 户 
mno_town_5|前 往 畿 内 的 堺 
mno_town_6|前 往 九 州 的 博 多 
menu_start_phase_new|日 本 ， 一 片 被 维 新 思 潮 点 燃 的 土 地 ， 武 士 、 浪 人 、 冒 险 家 的 避 风 港 ， 他 们 都 愿 意 冒 着 生 命 危 险 追 求 财 富 ， 权 力 或 荣 耀 ...... 在 这 片 充 满 巨 大 危 险 和 更 大 机 遇 的 土 地 上 ， 你 相 信 你 可 以 抛 弃 过 去 ， 开 始 新 的 生 活 。 你 终 于 把 命 运 的 钥 匙 握 在 了 手 中 。 您 可 以 随 意 选 择 ， 无 论 您 选 择 什 么 ， 都 会 有 伟 大 的 冒 险 等 着 你 ...
mno_town_8|榊 原 大 人 ， 请 前 往 你 的 权 力 宝 座 ， 高 田 ！ 
mno_town_7|伊 达 大 人 ， 请 前 往 你 的 权 力 宝 座 ， 仙 台 ！ 
mno_town_10|藤 堂 大 人 ， 前 往 你 的 权 力 宝 座 ， 津 ！ 
mno_town_11|毛 利 大 人 ， 前 往 你 的 权 力 宝 座 ， 广 岛 ！ 
mno_town_12|松 平 大 人 ， 前 往 你 的 权 力 宝 座 ， 会 津 若 松 ！ 
mno_town_13|德 川 大 人 ， 前 往 你 的 权 力 宝 座 ， 浜 松 ！ 
mno_town_14|蜂 须 贺 大 人 ， 前 往 你 的 权 力 宝 座 ， 堺 ！ 
mno_town_15|池 田 大 人 ， 前 往 你 的 权 力 宝 座 ， 鸟 取 ！ 
mno_town_16|细 川 大 人 ， 前 往 你 的 权 力 宝 座 ， 熊 本 ！ 
mno_town_17|津 轻 大 人 ， 前 往 你 的 权 力 宝 座 ， 弘 前 ！ 
mno_town_18|松 平 大 人 ， 前 往 你 的 权 力 宝 座 ， 福 井 ！ 
mno_town_19|山 内 大 人 ， 前 往 你 的 权 力 宝 座 ， 高 知 ！ 
mno_previous_page1|上 一 页 
mno_next_page7|下 一 页 
menu_start_game_3|选 择 剧 本 
menu_reports|角 色 名 望 ， {reg5}^ 荣 誉 级 别 ， {reg6}^ 兵 士 士 气 ， {reg8}^ 统 兵 上 限 ， {reg7}^
mno_action_view_all_items|查 看 所 有 物 品 
mno_action_view_world_map|查 看 世 界 地 图 ( 可 能 导 致 游 戏 崩 溃 )
mno_action_view_troop_trees|查 看 兵 种 树 
mno_view_character_report|角 色 状 态 
mno_view_party_size_report|部 队 上 限 
mno_view_npc_mission_report|任 务 简 报 
mno_view_weekly_budget_report|部 队 收 支 
mno_view_morale_report|兵 士 士 气 
mno_lord_relations|按 照 关 系 查 看 已 认 识 的 名 流 
mno_view_affiliated_family_report|查 看 家 族 成 员 / 配 偶 报 告 
mno_courtship_relations|个 人 问 题 
mno_view_faction_relations_report|外 事 关 系 
mno_dplmc_show_economic_report|领 地 经 济 报 告 
mno_resume_travelling|继 续 旅 程 
menu_custom_battle_scene|(NO TRANS)
menu_custom_battle_end|战 斗 结 束 。 {s1}你 的 队 伍 斩 首 {reg5}人 ， 敌 人 的 队 伍 讨 取 我 方 {reg6}人 。 你 斩 了 {reg7}人 。 
menu_start_game_1|选 择 你 的 角 色 性 别 
mno_start_male|男 (后 两 行 是 大 名 开 局 )
mno_start_female|女 (后 两 行 是 大 名 开 局 )
menu_start_king_1|{s10}^^ 你 的 势 力 是 ...
mno_start_king|明 治 新 政 府 
mno_start_king_uesugi|越 后 诸 藩 
mno_start_king_date|仙 台 藩 
mno_start_king_oda|伊 势 诸 藩 
mno_start_king_mori|长 州 藩 
mno_start_king_takeda|松 平 家 
mno_start_king_tokugawa|德 川 家 
mno_start_king_miyoshi|德 岛 藩 
mno_start_king_amako|池 田 家 
mno_start_king_otomo|细 川 家 
mno_start_king_nanbu|弘 前 藩 
mno_start_king_asakura|福 井 藩 
mno_start_king_chosokabe|土 佐 藩 
mno_start_king_ito|延 冈 藩 
mno_cancel|取 消 
menu_start_king_new|{s10}^^ 你 的 家 族 是 ...
mno_start_king_hojo|旧 幕 府 势 力 
mno_start_king_mogami|久 保 田 藩 
mno_start_king_shimazu|萨 摩 藩 
mno_start_king_ryuzoji|佐 贺 藩 
mno_start_king_satake|水 户 藩 
mno_start_king_satomi|房 总 诸 藩 
mno_start_king_urakami|酒 井 家 
mno_start_king_ikko|加 贺 藩 
mno_start_king_imagawa|盛 冈 藩 
mno_start_king_saito|大 垣 藩 
mno_start_king_akamatsu|福 冈 藩 
menu_start_character_1|当 你 作 为 一 个 平 民 的 孩 子 出 生 在 这 片 土 地 时 ， 你 的 父 亲 是 ...
mno_start_noble|一 位 无 主 的 武 士 
mno_start_nomad|一 位 来 自 大 陆 的 难 民 
mno_start_merchant|一 位 行 商 人 
mno_start_guard|一 位 足 轻 组 头 
mno_start_forester|一 位 弓 术 师 
mno_start_thief|一 位 盗 贼 
menu_start_king_2|{s10}^^ 你 记 得 你 的 父 亲 躺 在 病 榻 上 艰 难 地 喘 息 着 ， 你 知 道 这 位 抚 养 你 长 大 的 家 主 即 将 带 着 他 的 野 心 遗 憾 地 离 开 这 个 世 间 。 泪 眼 朦 胧 间 ， 你 恍 惚 又 看 见 了 幼 年 赏 梅 时 那 个 用 大 手 抚 摸 着 你 的 头 的 魁 梧 身 影 。 " 咳 咳 咳 " 急 促 的 咳 嗽 声 打 断 了 你 的 思 绪 ， 回 忆 里 高 大 魁 梧 的 影 子 和 面 前 干 瘦 虚 弱 的 人 影 重 叠 了 。 你 的 父 亲 转 过 脸 来 看 向 你 ， 尽 管 他 的 双 目 已 经 被 病 痛 摧 残 地 浑 浊 不 堪 。 他 伸 出 一 只 形 同 枯 槁 的 手 ， 似 乎 想 摸 摸 你 的 脸 --- 但 是 这 只 手 伸 到 一 半 就 停 住 了 ， 之 后 它 软 弱 地 落 了 下 来 ， 落 在 你 正 坐 的 大 腿 上 ， 如 图 它 主 人 的 双 目 一 般 了 无 生 气 ......
mno_kosho|小 姓 (继 续 )
menu_start_king2_2|{s10} ^^你 父 亲 是 长 冈 藩 藩 主 。 
menu_start_king4_2|{s10} ^^你 父 亲 是 仙 台 藩 藩 主 。 伊 达 家 族 自 战 国 时 代 结 束 以 来 ， 一 直 效 忠 于 德 川 氏 。 他 们 凭 借 政 治 谋 略 在 数 个 世 纪 的 动 荡 中 幸 存 下 来 ， 这 使 他 们 成 为 了 难 缠 的 敌 人 和 勇 猛 的 战 士 。 即 使 经 历 了 数 百 年 的 相 对 和 平 ， 他 们 依 然 如 此 。 
menu_start_king6_2|{s10} ^^你 父 亲 是 津 藩 藩 藩 主 。 
menu_start_king7_2|{s10} ^^你 父 亲 是 长 州 藩 藩 主 。 毛 利 家 族 对 幕 府 怀 恨 已 有 250年 。 他 们 当 初 同 意 不 参 与 关 原 之 战 ， 随 后 也 未 作 抵 抗 便 交 出 了 大 坂 城 。 然 而 ， 保 持 中 立 的 回 报 并 非 晋 升 ， 而 是 领 地 被 剥 夺 ， 仅 获 封 长 州 藩 。 这 几 乎 算 不 上 奖 赏 。 最 终 ， 他 们 再 次 起 身 反 抗 幕 府 ， 并 成 为 那 些 主 张 以 武 力 “驱 逐 蛮 夷 ”的 势 力 之 一 。 
menu_start_king5_2|{s10} ^^你 父 亲 是 会 津 藩 藩 主 。 会 津 松 平 家 的 地 位 ， 乃 至 其 姓 氏 ， 完 全 归 功 于 与 德 川 家 长 期 的 联 系 。 无 论 是 根 据 历 史 还 是 自 身 倾 向 ， 在 戊 辰 战 争 开 始 时 ， 会 津 都 是 幕 府 的 主 要 支 柱 。 
menu_start_king9_2|{s10} ^^你 父 亲 是 德 川 氏 家 主 。 
menu_start_king10_2|{s10} ^^你 父 亲 是 德 岛 藩 藩 主 。 
menu_start_king11_2|{s10} ^^你 父 亲 是 池 田 氏 家 主 。 
menu_start_king12_2|{s10} ^^你 父 亲 是 细 川 氏 家 主 。 
menu_start_king13_2|{s10} ^^你 父 亲 是 福 井 藩 藩 主 。 
menu_start_king14_2|{s10} ^^你 父 亲 是 彦 根 藩 藩 主 。 
menu_start_king15_2|{s10} ^^你 父 亲 是 土 佐 藩 藩 主 。 山 内 家 族 能 在 土 佐 立 足 ， 得 益 于 他 们 在 1600年 关 原 之 战 中 对 德 川 家 康 的 支 持 。 然 而 ， 到 了 19世 纪 60年 代 ， 土 佐 藩 转 而 效 忠 天 皇 一 派 。 山 内 丰 信 曾 敦 促 将 军 将 权 力 归 还 天 皇 ， 以 阻 止 长 州 和 萨 摩 势 力 坐 大 。 当 此 举 无 法 实 现 时 ， 土 佐 便 加 入 了 天 皇 官 军 一 方 。 
menu_start_king16_2|{s10} ^^你 父 亲 是 江 户 幕 府 陆 军 总 裁 。 
menu_start_king17_2|{s10} ^^你 父 亲 是 久 保 田 藩 藩 主 。 
menu_start_king18_2|{s10} ^^你 父 亲 是 萨 摩 藩 藩 主 。 
menu_start_king19_2|{s10} ^^你 父 亲 是 佐 贺 藩 藩 主 。 
menu_start_king20_2|{s10} ^^你 父 亲 是 水 户 藩 藩 主 。 
menu_start_king21_2|{s10} ^^你 父 亲 是 佐 仓 藩 藩 主 。 
menu_start_king22_2|{s10} ^^你 父 亲 是 酒 井 氏 家 主 。 
menu_start_king23_2|{s10} ^^你 父 亲 是 加 贺 藩 藩 主 。 
menu_start_king24_2|{s10} ^^你 父 亲 是 盛 冈 藩 藩 主 。 
menu_start_king25_2|{s10} ^^你 父 亲 是 大 垣 藩 藩 主 。 
menu_start_king26_2|{s10} ^^你 父 亲 是 福 冈 藩 藩 主 。 
menu_start_king3_2|{s10} ^^你 父 亲 是 延 冈 藩 藩 主 。 
menu_start_character_2|{s10}^^ 后 来 ， 你 在 {少 年 /少 女 } 时 期 做 过 ...
mno_handmaiden|贵 夫 人 的 侍 女 
mno_apprentice|刀 匠 的 学 徒 
mno_stocker|游 商 学 徒 
mno_urchin|村 里 的 顽 童 
mno_mountaineer|山 里 的 孩 子 
menu_start_king_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
mno_vengeance|继 续 
menu_start_king2_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king4_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king3_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king5_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king6_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king7_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king9_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king10_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king11_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king12_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king13_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king14_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king15_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king16_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king17_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king18_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king19_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king20_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king21_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king22_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king23_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king24_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king25_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_king26_3|^^但 很 快 一 切 都 变 了 ， 你 的 父 亲 去 世 了 。 
menu_start_character_3|{s11}^^ 后 来 ， 在 你 的 青 年 时 期 ， 你 的 生 活 理 所 应 当 的 改 变 了 。 你 成 为 了 一 个 ...
mno_samurai|下 级 武 士 
mno_lady|京 都 女 官 
mno_biwa_hoshi|倾 奇 琵 琶 音 乐 家 
mno_monk|寺 庙 僧 侣 
mno_miko|神 社 巫 女 
mno_peddler|小 商 贩 
mno_craftsman|铸 铁 师 
mno_poacher|偷 猎 者 
menu_start_character_4|{s12}^^ 不 过 在 一 段 时 间 以 后 ， 一 切 都 发 生 了 变 化 ， 你 决 定 孤 身 一 人 闯 荡 天 下 。 让 你 做 出 这 个 举 动 的 原 因 是 ...
mno_revenge|家 族 仇 恨 
mno_death|爱 人 被 浪 人 杀 死 
mno_wanderlust|对 于 修 行 的 爱 好 
mno_disown|所 在 的 村 子 被 武 士 烧 毁 
mno_greed|想 成 为 独 当 一 面 的 武 士 
menu_choose_skill|{s13}
mno_begin_adventuring|你 来 到 了 气 势 恢 宏 的 幕 末 时 代 。 
mno_go_back_dot|后 退 
menu_past_life_explanation|{s3}
mno_view_next|{s5}
menu_morale_report|{s1}
menu_courtship_relations|{s1}
menu_lord_relations|{s1}
menu_companion_report|{s7}{s1}
menu_character_report|{s9}
menu_party_size_report|{s1}
menu_faction_relations_report|{s1}
menu_camp|营 地 已 经 建 好 了 ， 你 想 要 做 什 么 ？ 
mno_dplmc_camp_manage_inventory|管 理 部 队 物 品 
mno_dplmc_camp_manage_inventory_disabled|NPC 自 动 选 择 战 利 品 ， 要 求 物 品 管 理 或 掠 夺 2 级 ( 勿 动 )
mno_dplmc_camp_preferences|MOD选 项 
mno_camp_action|干 点 事 情 
mno_camp_dialog|与 贵 族 ， 女 士 和 其 他 人 交 谈 。 
mno_camp_moraling|赏 赐 部 队 提 高 士 气 
mno_camp_wait_here|在 这 里 待 一 会 儿 
mno_camp_cheat|作 弊 啦 ！ 
menu_camp_cheat|选 择 作 弊 项 目 ， 
mno_camp_cheat_find_item|寻 找 物 品 
mno_camp_cheat_change_weather|改 变 天 气 ...
menu_camp_gekokujo|当 前 难 度 +{reg14}%^^选 择 一 个 选 项 ： 
